,titles,artists,release_date,genres,num_comments,num_likes,num_promos,follower_counts,lyric_lengths,song_length,tempo,time_signature,key,mode,valence,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness
610,니가 왜 거기서 나와 (Narr. 고은아),영탁,2018.10.21,성인가요/트로트,"1,822","61,536",1,"35,894",62,3.180666667,129.023,4,11,0,0.717,0.625,0.935,-2.325,0.085,0.432,0.0,0.189
611,밥 한 번 먹자,이찬원,2023.02.20,성인가요/트로트,19,"8,162",0,"28,418",27,2.989333333,104.976,4,1,1,0.835,0.64,0.794,-1.395,0.032,0.283,0.0,0.131
612,어느 60대 노부부이야기,임영웅,2020.02.21,성인가요/트로트,"1,207","77,761",0,"128,989",30,4.874666667,130.006,4,0,1,0.191,0.585,0.237,-9.577,0.0333,0.775,6.6e-05,0.192
613,시절인연,안성훈,2023.02.24,성인가요/트로트,37,"1,966",0,"2,184",25,4.46235,129.727,4,7,1,0.154,0.381,0.511,-5.056,0.0293,0.344,0.0,0.124
614,바램,임영웅,2020.01.17,성인가요/트로트,789,"68,565",0,"128,989",25,4.646,75.995,4,7,1,0.237,0.57,0.316,-9.025,0.0375,0.687,7.1e-06,0.108
615,안 볼 때 없을 때,황영웅,2023.03.01,성인가요/트로트,227,"4,398",0,"3,396",22,3.420666667,143.91,4,10,1,0.168,0.428,0.56,-4.926,0.0309,0.211,0.0,0.16
616,인생아 고마웠다,황영웅,2023.02.08,성인가요/트로트,78,"4,274",0,"3,396",32,4.687516667,144.093,4,0,1,0.222,0.384,0.306,-7.291,0.0317,0.832,0.0,0.15
617,초혼,장윤정,2010.06.08,성인가요/트로트,64,"41,573",1,"10,390",27,3.808883333,143.844,4,1,1,0.247,0.333,0.53,-5.798,0.0346,0.679,0.000134,0.165
618,건배,이찬원,2023.02.20,성인가요/트로트,35,"8,701",0,"28,418",25,3.47755,133.946,4,0,0,0.772,0.607,0.69,-3.875,0.0285,0.662,2.51e-06,0.12
619,나와 함께 가시렵니까,이찬원,2023.02.20,성인가요/트로트,35,"8,431",0,"28,418",26,3.915333333,143.739,4,1,1,0.309,0.398,0.528,-4.187,0.0279,0.625,4.37e-06,0.113
620,다시 사랑한다면 (김필 Ver.),임영웅,2021.05.25,성인가요/트로트,247,"51,345",0,"128,989",28,4.053333333,76.321,4,8,1,0.218,0.352,0.489,-5.335,0.0354,0.79,0.0,0.139
621,돌릴 수 없는 세월,안성훈,2023.02.03,성인가요/트로트,53,"2,082",0,"2,184",23,3.547333333,148.243,4,5,1,0.21,0.273,0.512,-5.198,0.034,0.396,0.0,0.3
622,미운 사랑,황영웅,2022.12.21,성인가요/트로트,45,"3,876",0,"3,396",23,2.770666667,161.6,4,9,1,0.885,0.592,0.952,-4.159,0.0409,0.0681,4.13e-05,0.113
623,오.내.언.사,이찬원,2023.02.20,성인가요/트로트,29,"8,207",0,"28,418",33,4.30245,96.023,4,0,1,0.584,0.471,0.875,-2.233,0.033,0.064,0.000136,0.288
624,사랑역,임영웅,2022.05.02,성인가요/트로트,398,"42,004",0,"128,989",24,3.188216667,101.983,4,11,1,0.913,0.663,0.636,-3.698,0.0269,0.677,0.0,0.147
625,떠날 수 없는 당신,박지현,2023.01.27,성인가요/트로트,127,"2,780",0,"1,726",18,3.210216667,136.896,4,3,0,0.541,0.574,0.875,-2.787,0.0611,0.0808,0.000218,0.271
626,사랑해요 그대를,임영웅,2022.05.02,성인가요/트로트,399,"41,762",0,"128,989",32,3.538216667,95.036,4,7,1,0.87,0.604,0.79,-3.534,0.0294,0.0675,0.0,0.314
627,바람 같은 사람,이찬원,2023.02.20,성인가요/트로트,18,"8,243",0,"28,418",24,4.315866667,139.086,4,5,1,0.364,0.403,0.544,-6.686,0.0437,0.862,0.0,0.102
628,거문고야,박지현,2023.02.24,성인가요/트로트,126,"2,352",0,"1,726",23,3.176883333,135.965,4,6,1,0.667,0.489,0.859,-3.564,0.0553,0.0945,0.0,0.128
629,트위스트고고,이찬원,2023.02.20,성인가요/트로트,21,"8,105",0,"28,418",25,3.642666667,160.009,4,0,1,0.916,0.562,0.956,-1.741,0.0666,0.0703,6.23e-06,0.099
630,영원한 내 사랑,황영웅,2023.02.22,성인가요/트로트,66,"3,692",0,"3,396",27,3.149116667,120.074,4,10,1,0.914,0.772,0.706,-3.898,0.0307,0.464,0.0,0.178
631,사나이 청춘,이찬원,2023.02.20,성인가요/트로트,29,"8,470",0,"28,418",31,3.254883333,120.063,4,2,1,0.908,0.693,0.903,-2.503,0.0396,0.0653,0.0,0.0228
632,망원동 부르스,이찬원,2023.02.20,성인가요/트로트,27,"8,075",0,"28,418",23,3.646666667,77.434,4,10,1,0.514,0.276,0.664,-3.618,0.0375,0.102,6.2e-06,0.239
633,못난놈,박지현,2022.12.23,성인가요/트로트,152,"3,092",0,"1,726",17,2.263783333,137.89,4,5,0,0.509,0.484,0.916,-2.459,0.0562,0.142,0.0,0.105
634,좋아 좋아,이찬원,2023.02.20,성인가요/트로트,21,"7,965",0,"28,418",30,3.220466667,106.903,4,7,1,0.524,0.754,0.748,-4.38,0.0296,0.708,0.0,0.119
635,막걸리 한잔,영탁,2020.01.30,성인가요/트로트,"1,321","48,623",0,"35,894",28,3.348116667,91.981,4,4,0,0.659,0.541,0.919,-3.182,0.0929,0.142,1.52e-05,0.168
636,목포행 완행열차,장윤정,2019.03.12,성인가요/트로트,89,"28,542",0,"10,390",21,3.60355,104.885,3,9,0,0.189,0.325,0.482,-8.725,0.0356,0.83,0.000176,0.244
637,아모르 파티,김연자,2013.07.23,성인가요/트로트,649,"74,211",0,"2,551",39,3.499116667,134.839,4,6,0,0.821,0.626,0.845,-1.464,0.0317,0.0736,0.0,0.09
638,지나야,박서진,2023.03.03,성인가요/트로트,298,"3,775",0,"4,887",29,3.770666667,61.01,3,6,1,0.294,0.281,0.439,-6.386,0.0308,0.718,4.49e-06,0.177
639,테스형!,나훈아,2020.08.20,성인가요/트로트,409,"26,038",0,"6,302",24,4.640216667,93.764,4,9,0,0.584,0.49,0.844,-5.19,0.103,0.281,1.94e-06,0.325
640,오.내.언.사 (Guitar Ver.),이찬원,2023.02.20,성인가요/트로트,23,"7,844",0,"28,418",17,2.51555,136.235,4,0,1,0.258,0.522,0.207,-8.826,0.0443,0.931,7.49e-06,0.102
641,오늘 밤에,홍진영,2019.03.08,성인가요/트로트,225,"60,393",2,"22,184",34,3.007833333,114.032,5,2,0,0.561,0.696,0.921,-1.989,0.0349,0.214,4.69e-06,0.136
642,사랑아,장윤정,2005.05.10,성인가요/트로트,24,"15,624",0,"10,390",25,3.985416667,134.026,4,3,0,0.132,0.333,0.423,-7.001,0.0326,0.612,0.0,0.0864
643,메밀꽃 필무렵,이찬원,2021.10.07,성인가요/트로트,174,"13,390",0,"28,418",27,3.628666667,135.937,4,3,1,0.202,0.359,0.321,-10.256,0.0305,0.754,0.0,0.299
644,빈 지게,황영웅,2023.01.11,성인가요/트로트,39,"3,398",0,"3,396",27,2.091116667,79.993,4,1,0,0.384,0.582,0.504,-8.026,0.0289,0.266,0.000539,0.114
645,참 좋은 날,이찬원,2021.12.09,성인가요/트로트,390,"16,012",0,"28,418",29,2.902883333,169.965,4,5,1,0.409,0.543,0.712,-3.708,0.0429,0.766,1.03e-05,0.164
646,전복 먹으러 갈래,영탁,2022.02.10,성인가요/트로트,"2,078","14,747",1,"35,894",36,2.756883333,139.969,4,3,0,0.741,0.706,0.784,-4.352,0.0551,0.0242,0.0,0.075
647,돼지토끼,장윤정,2020.11.19,성인가요/트로트,138,"24,014",1,"10,390",40,2.856216667,137.993,4,10,0,0.939,0.761,0.937,-0.855,0.0418,0.14,0.000179,0.0824
648,서울의 달,송가인,2019.11.04,성인가요/트로트,"5,161","19,114",0,"22,769",31,3.718,122.892,3,0,0,0.54,0.762,0.587,-6.077,0.0332,0.38,1.27e-05,0.136
649,조선의 남자,최수호,2023.03.10,성인가요/트로트,24,"1,134",0,505,30,3.495116667,93.993,4,6,0,0.632,0.54,0.763,-3.202,0.0337,0.326,0.0,0.382
650,한잔해,박군,2019.09.17,성인가요/트로트,167,"20,471",1,"2,197",39,3.32255,148.022,4,11,0,0.961,0.71,0.981,-1.115,0.0951,0.0243,0.0,0.0683
651,고맙소,김호중,2020.03.13,성인가요/트로트,"3,815","41,706",0,"46,318",27,3.898883333,79.997,4,6,1,0.416,0.552,0.485,-6.093,0.0258,0.617,3.54e-05,0.142
652,보라빛 엽서,임영웅,2020.03.06,성인가요/트로트,534,"50,447",0,"128,990",14,4.49895,70.597,4,9,1,0.156,0.387,0.45,-5.694,0.0286,0.481,2.24e-06,0.49
653,여백,정동원,2020.03.13,성인가요/트로트,"1,408","27,762",0,"21,934",28,3.75845,114.995,4,9,0,0.733,0.785,0.82,-4.049,0.207,0.0975,0.0,0.3
654,한량가 (Hallyang-ga),영탁,2022.07.04,성인가요/트로트,290,"9,417",0,"35,894",43,3.775116667,148.146,3,9,1,0.212,0.266,0.124,-12.24,0.0324,0.875,1.14e-05,0.111
655,누나가 딱이야,영탁,2016.03.14,성인가요/트로트,"1,479","20,161",0,"35,894",51,3.55125,132.01,4,3,0,0.777,0.641,0.898,-3.744,0.101,0.145,0.0,0.122
656,진또배기,이찬원,2020.01.17,성인가요/트로트,649,"43,432",0,"28,419",26,2.467116667,139.94,4,4,0,0.621,0.518,0.889,-4.054,0.0696,0.0781,0.0,0.441
657,HERO,임영웅,2020.11.04,성인가요/트로트,"1,658","76,222",1,"128,990",32,3.11355,142.018,4,1,1,0.782,0.533,0.967,-2.543,0.0995,0.00791,0.0,0.336
658,계단말고 엘리베이터,임영웅,2018.08.20,성인가요/트로트,552,"60,200",0,"128,990",29,3.45725,116.965,4,9,0,0.725,0.561,0.885,-3.838,0.0541,0.121,0.0,0.2
659,잡초,박지현,2023.03.17,성인가요/트로트,57,"1,471",0,"1,726",53,3.34585,91.985,4,11,0,0.62,0.641,0.772,-5.845,0.0444,0.155,0.00152,0.203
660,고맙소,조항조,2017.08.31,성인가요/트로트,37,"10,171",0,"2,238",18,3.898883333,79.997,4,6,1,0.416,0.552,0.485,-6.093,0.0258,0.617,3.54e-05,0.142
661,평행선,문희옥,2019.07.11,성인가요/트로트,16,"2,988",0,404,32,3.266,112.011,4,1,1,0.963,0.907,0.61,-6.716,0.0886,0.407,3.06e-06,0.129
662,이불,영탁,2021.02.10,성인가요/트로트,"2,887","19,552",2,"35,894",27,2.978216667,98.012,4,0,1,0.481,0.74,0.807,-5.581,0.117,0.134,3.31e-05,0.111
663,안동역에서,진성,2012.08.23,성인가요/트로트,37,"16,900",0,"1,984",28,3.791333333,134.787,4,1,0,0.638,0.547,0.803,-3.439,0.0325,0.392,1.86e-06,0.334
664,사랑 참,장윤정,2019.03.12,성인가요/트로트,74,"19,429",0,"10,390",25,3.456,70.127,4,11,0,0.0779,0.447,0.556,-5.147,0.0313,0.522,0.00135,0.235
665,잊었니,임영웅,2021.06.22,성인가요/트로트,244,"42,362",0,"128,990",27,3.547216667,169.915,4,1,0,0.196,0.312,0.616,-3.776,0.036,0.772,0.0,0.0793
666,옆집누나,장윤정,2017.11.29,성인가요/트로트,17,"11,941",2,"10,390",45,2.8865,139.931,4,9,0,0.86,0.682,0.902,-1.976,0.0594,0.36,0.0,0.0942
667,내 이름 아시죠,장민호,2017.01.02,성인가요/트로트,189,"10,278",0,"11,854",33,3.57445,169.263,3,10,0,0.3,0.324,0.389,-6.677,0.0315,0.756,4.79e-06,0.26
668,갈색우산 (Brown Umbrella),영탁,2022.07.04,성인가요/트로트,165,"8,767",0,"35,894",34,3.4083,137.03,4,10,1,0.965,0.721,0.918,-3.347,0.0678,0.0408,2.45e-05,0.233
669,산다는 건 (Cheer Up),홍진영,2014.11.06,성인가요/트로트,84,"50,620",1,"22,184",32,3.415333333,106.953,4,11,1,0.529,0.535,0.762,-3.202,0.0549,0.438,0.0,0.21
670,월하가약,최수호,2023.01.27,성인가요/트로트,29,"1,591",0,505,22,3.68155,108.845,3,4,0,0.272,0.395,0.57,-3.731,0.0357,0.379,0.0,0.143
671,뱃놀이,정동원,2022.12.01,성인가요/트로트,87,"7,061",2,"21,934",59,3.42355,129.967,4,10,0,0.777,0.693,0.909,-1.764,0.0901,0.0317,0.0,0.339
672,춘몽,박서진,2023.03.03,성인가요/트로트,186,"3,070",0,"4,887",25,4.314516667,62.019,4,11,1,0.111,0.575,0.36,-5.951,0.0292,0.741,0.67,0.0745
673,싹가능,안성훈,2023.03.10,성인가요/트로트,49,"1,079",0,"2,184",33,3.106216667,149.959,3,1,1,0.728,0.624,0.985,-2.558,0.11,0.0151,0.0,0.304
674,남자는 말합니다,장민호,2013.05.16,성인가요/트로트,141,"13,256",0,"11,854",42,3.286683333,136.717,4,3,1,0.228,0.397,0.55,-3.567,0.0283,0.248,0.0,0.111
675,보릿고개,진성,2015.04.18,성인가요/트로트,21,"12,642",0,"1,984",40,3.485116667,138.697,4,9,0,0.654,0.586,0.849,-3.642,0.0438,0.668,0.0,0.192
676,오래된 노래,임영웅,2020.08.14,성인가요/트로트,350,"46,467",0,"128,990",43,4.546033333,143.923,4,0,1,0.376,0.577,0.574,-6.165,0.0291,0.144,0.0,0.108
677,붉은 입술,박서진,2022.12.23,성인가요/트로트,412,"3,099",0,"4,887",11,3.2556,115.957,4,8,1,0.388,0.589,0.316,-15.051,0.0311,0.802,0.0654,0.143
678,홍시,나훈아,2018.02.05,성인가요/트로트,36,"9,256",0,"6,302",28,4.368883333,86.976,4,4,1,0.298,0.625,0.631,-5.263,0.0482,0.288,5.7e-05,0.0981
679,꽃놀이 가요,홍자,2023.04.07,성인가요/트로트,9,270,2,"4,463",38,4.735116667,102.994,4,0,1,0.505,0.638,0.514,-4.365,0.0269,0.733,1.53e-05,0.136
680,떠나는 임아,박서진,2023.02.03,성인가요/트로트,278,"3,075",0,"4,887",23,3.62155,128.535,4,7,1,0.231,0.482,0.499,-7.104,0.0438,0.443,9.98e-06,0.0951
681,사내,나훈아,2018.02.05,성인가요/트로트,35,"8,008",0,"6,302",19,0.811066667,158.004,3,1,0,0.734,0.812,0.861,-3.518,0.332,0.208,1.91e-06,0.107
682,바람의 노래,조용필,1997.05.01,성인가요/트로트,89,"17,757",0,"9,675",33,4.331333333,143.852,3,9,0,0.617,0.411,0.659,-3.577,0.0292,0.639,7.06e-06,0.271
683,명자,박민수,2023.01.18,성인가요/트로트,14,"1,066",0,128,28,2.63755,171.488,4,8,1,0.527,0.317,0.471,-7.022,0.0556,0.408,0.0,0.0832
684,엄마꽃,안성훈,2021.09.17,성인가요/트로트,25,"1,727",1,"2,184",27,1.572983333,129.976,4,1,1,0.921,0.857,0.69,-4.257,0.0352,0.0748,1.07e-05,0.124
685,잘가라,홍진영,2018.02.07,성인가요/트로트,121,"37,404",2,"22,184",28,3.27875,138.807,4,9,0,0.657,0.598,0.869,-1.354,0.0514,0.099,0.0,0.198
686,미운 사랑,진미령,2012.11.06,성인가요/트로트,39,"12,937",0,636,23,2.770666667,161.6,4,9,1,0.885,0.592,0.952,-4.159,0.0409,0.0681,4.13e-05,0.113
687,헛살았네,박서진,2023.03.03,성인가요/트로트,149,"2,842",0,"4,887",29,3.341716667,133.898,4,5,0,0.9,0.641,0.864,-2.804,0.0322,0.396,0.0,0.0966
688,끝사랑,임영웅,2021.06.29,성인가요/트로트,175,"39,852",0,"128,990",22,4.6065,137.161,4,5,1,0.232,0.367,0.324,-7.505,0.0316,0.841,0.0,0.435
689,사랑의 배터리,홍진영,2009.06.19,성인가요/트로트,33,"27,044",1,"22,184",44,3.447733333,131.041,4,1,0,0.941,0.718,0.928,-3.454,0.0297,0.143,0.0,0.13
690,송인,진욱,2023.02.17,성인가요/트로트,12,851,0,297,14,3.339116667,176.143,3,0,0,0.127,0.31,0.31,-9.732,0.0342,0.766,6.29e-06,0.126
691,당신이 좋아,남진,2009.03.30,성인가요/트로트,21,"10,049",2,"1,585",26,3.204883333,136.147,4,10,1,0.616,0.424,0.927,-2.403,0.109,0.12,0.0,0.145
692,아내에게,안성훈,2023.04.07,성인가요/트로트,10,217,0,"2,184",27,4.546216667,132.649,4,1,0,0.118,0.394,0.287,-7.075,0.0431,0.491,0.0,0.143
693,그 중에 그대를 만나,임영웅,2020.08.28,성인가요/트로트,55,"29,218",0,"128,990",33,4.003366667,197.319,3,8,1,0.29,0.398,0.4,-10.286,0.0418,0.796,0.00128,0.985
694,대전 부르스,박지현,2023.02.17,성인가요/트로트,78,"1,506",0,"1,726",19,2.58155,115.739,3,0,0,0.366,0.508,0.536,-5.817,0.0287,0.116,1.3e-06,0.0918
695,꽃,장윤정,2005.05.10,성인가요/트로트,27,"12,350",0,"10,390",29,1.6648,149.939,3,7,1,0.223,0.675,0.242,-14.783,0.049,0.986,0.92,0.0989
696,서울 가 살자,진욱,2023.03.17,성인가요/트로트,11,552,0,297,24,2.796216667,139.935,4,5,0,0.225,0.556,0.572,-5.704,0.0312,0.448,0.0,0.312
697,잘가요 내사랑,정동원,2021.11.17,성인가요/트로트,245,"11,356",3,"21,934",42,3.769116667,157.89,4,0,1,0.185,0.309,0.701,-4.153,0.0442,0.539,0.0,0.215
698,타인,손태진,2023.02.08,성인가요/트로트,33,"1,210",0,"3,036",29,4.176983333,98.022,4,9,0,0.827,0.67,0.85,-6.612,0.0371,0.0243,1.25e-05,0.18
699,바램,노사연,2014.11.27,성인가요/트로트,67,"24,239",0,"1,452",40,4.646,75.995,4,7,1,0.237,0.57,0.316,-9.025,0.0375,0.687,7.1e-06,0.108
700,그라데이션,10CM,2022.07.03,"인디음악, 포크/블루스",402,"140,872",4,"181,691",35,3.354666667,104.003,4,11,1,0.442,0.63,0.653,-3.592,0.0252,0.175,0.0,0.108
701,첫사랑,백아,2018.10.11,"인디음악, 포크/블루스",265,"141,244",0,"12,676",39,3.75,143.904,4,8,1,0.406,0.366,0.523,-6.052,0.0347,0.266,0.0,0.0818
702,Love story,볼빨간사춘기,2022.04.20,"인디음악, 포크/블루스",297,"111,920",1,"268,002",35,3.921116667,118.984,4,2,1,0.296,0.618,0.741,-3.95,0.031,0.17,0.0,0.0822
703,"나만, 봄",볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",971,"191,644",2,"268,002",46,3.617416667,195.94,4,7,1,0.548,0.559,0.649,-3.561,0.0571,0.407,0.0,0.0803
704,사랑해 진짜,임영웅,2022.05.02,포크/블루스,509,"47,443",0,"128,990",29,3.983783333,110.862,3,7,1,0.609,0.635,0.442,-5.919,0.0362,0.706,0.0,0.0929
705,연애편지,임영웅,2022.05.02,포크/블루스,518,"45,507",0,"128,990",23,3.584,136.189,4,2,1,0.209,0.488,0.132,-12.332,0.0389,0.942,4.3e-05,0.108
706,봄이 좋냐??,10CM,2016.04.01,"인디음악, 포크/블루스",310,"181,135",1,"181,691",37,3.4292,94.027,4,1,1,0.841,0.865,0.37,-5.739,0.0327,0.597,0.0,0.117
707,봄봄봄,로이킴,2013.04.22,포크/블루스,383,"123,314",3,"68,989",35,3.47445,94.993,4,4,1,0.603,0.636,0.719,-5.986,0.0267,0.392,3.12e-05,0.303
708,폰서트,10CM,2017.09.01,"인디음악, 포크/블루스",263,"214,494",3,"181,691",61,3.291733333,107.96,4,9,1,0.773,0.858,0.481,-3.649,0.104,0.391,0.0,0.128
709,오래된 노래,스탠딩 에그,2012.09.04,"인디음악, 포크/블루스",605,"254,476",0,"87,059",43,4.546033333,143.923,4,0,1,0.376,0.577,0.574,-6.165,0.0291,0.144,0.0,0.108
710,썸 탈꺼야,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",622,"213,255",2,"268,002",39,3.022883333,103.991,4,1,0,0.782,0.659,0.799,-2.849,0.0629,0.417,0.0,0.0562
711,나의 사춘기에게,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스","1,970","306,666",0,"268,002",48,3.711333333,173.334,4,9,1,0.441,0.424,0.564,-4.619,0.0563,0.685,0.0,0.292
712,우주를 줄게,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",589,"287,294",1,"268,002",64,3.564216667,82.814,4,0,1,0.696,0.483,0.814,-2.407,0.143,0.683,0.0,0.0918
713,사랑은 은하수 다방에서,10CM,2011.02.10,"인디음악, 포크/블루스",90,"90,751",0,"181,691",23,3.053083333,122.06,4,4,1,0.88,0.76,0.584,-4.842,0.0461,0.507,0.0,0.119
714,좋다고 말해,볼빨간사춘기,2016.12.21,"인디음악, 포크/블루스",290,"225,252",1,"268,002",60,3.362866667,79.968,4,1,1,0.428,0.68,0.623,-2.695,0.0467,0.825,0.0,0.128
715,스토커,10CM,2014.11.19,"인디음악, 포크/블루스",435,"263,698",1,"181,691",38,4.21335,136.014,4,1,1,0.218,0.583,0.288,-5.907,0.0288,0.816,0.0,0.106
716,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,2020.05.13,"인디음악, 포크/블루스","3,793","175,952",2,"268,002",39,3.786216667,149.918,4,11,0,0.608,0.649,0.767,-3.838,0.0455,0.24,0.0,0.0929
717,Give Love,AKMU (악뮤),2014.04.07,포크/블루스,120,"126,535",1,"228,979",67,2.9422,95.992,4,5,1,0.839,0.793,0.706,-4.536,0.0695,0.332,0.0,0.0752
718,200%,AKMU (악뮤),2014.04.07,포크/블루스,159,"146,459",3,"228,979",81,3.11645,96.133,4,1,0,0.603,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137
719,너란 봄 (Feat. 하림),정은지,2017.04.10,포크/블루스,253,"58,364",3,"56,714",43,3.87035,88.195,4,1,1,0.533,0.442,0.658,-4.317,0.0365,0.585,0.0,0.329
720,남이 될 수 있을까,볼빨간사춘기,2017.06.13,"인디음악, 포크/블루스",468,"200,095",3,"268,002",43,3.243783333,85.101,4,3,1,0.4,0.635,0.473,-3.919,0.0393,0.772,0.0,0.0933
721,별 보러 갈래?,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",455,"123,113",2,"268,002",58,3.342083333,98.021,4,4,1,0.461,0.655,0.737,-3.759,0.0411,0.637,0.0,0.0906
722,나만 안되는 연애,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",323,"206,706",1,"268,002",61,3.658033333,68.517,4,0,0,0.375,0.526,0.609,-5.196,0.0432,0.925,1.19e-05,0.1
723,숲,최유리,2022.08.24,"인디음악, 포크/블루스",82,"30,790",0,"21,814",28,3.659783333,119.793,4,2,1,0.273,0.703,0.889,-3.537,0.0509,0.307,3.84e-05,0.117
724,Seoul,볼빨간사춘기,2022.04.20,"인디음악, 포크/블루스",163,"45,689",2,"268,002",33,4.59925,99.829,4,0,1,0.452,0.581,0.664,-8.63,0.0649,0.344,2.48e-05,0.324
725,오랜 날 오랜 밤,AKMU (악뮤),2017.01.03,포크/블루스,489,"224,593",6,"228,979",61,4.73,116.995,4,0,1,0.271,0.665,0.537,-4.65,0.0267,0.146,0.0,0.124
726,우리가 맞다는 대답을 할 거예요 (@leekangseung111),10CM,2023.02.05,"인디음악, 포크/블루스",70,"13,448",1,"181,691",36,3.48355,85.885,4,8,1,0.638,0.494,0.517,-7.419,0.0518,0.702,1.21e-06,0.0725
727,김철수 씨 이야기,허회경,2021.10.14,"인디음악, 포크/블루스",102,"55,368",1,"10,648",41,4.140566667,134.141,4,10,1,0.368,0.637,0.356,-8.598,0.0287,0.657,1.58e-06,0.176
728,심술,볼빨간사춘기,2016.04.22,"인디음악, 포크/블루스",165,"150,182",1,"268,002",44,2.641033333,78.06,4,4,1,0.722,0.698,0.518,-4.395,0.0758,0.67,0.0,0.106
729,마음,아이유,2015.05.18,포크/블루스,563,"201,010",0,"752,979",27,5.047533333,170.898,4,6,1,0.295,0.321,0.428,-5.226,0.0319,0.884,0.0,0.117
730,부끄럼,멜로망스,2015.10.07,"인디음악, 포크/블루스",102,"60,487",0,"87,993",48,3.42555,94.099,4,10,1,0.561,0.648,0.38,-6.976,0.0376,0.845,0.0,0.0886
731,사라진 모든 것들에게(with ELLE KOREA),코드 쿤스트 (CODE KUNST),2020.11.16,포크/블루스,506,"86,677",1,"42,974",67,4.051466667,132.034,4,7,1,0.415,0.736,0.7,-4.774,0.0448,0.146,0.0,0.317
732,니가 보고싶은 밤,윤딴딴,2017.02.20,"인디음악, 포크/블루스",149,"141,473",0,"47,141",55,4.98135,107.91,4,7,1,0.738,0.786,0.232,-7.682,0.0319,0.8,0.0,0.11
733,Little Star,스탠딩 에그,2011.07.07,"인디음악, 포크/블루스",262,"149,912",0,"87,059",39,2.195166667,91.7,4,0,1,0.395,0.618,0.0136,-18.527,0.0349,0.993,0.901,0.111
734,오늘,오왠 (O.WHEN),2016.05.24,"인디음악, 포크/블루스",417,"134,670",1,"31,938",31,2.759083333,110.03,4,6,1,0.364,0.568,0.809,-6.861,0.0624,0.133,0.0,0.796
735,STAY,BLACKPINK,2016.11.01,포크/블루스,481,"150,442",2,"235,006",49,4.011783333,111.893,4,9,0,0.125,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117
736,널 생각해,원 모어 찬스 (one more chance),2010.09.14,"인디음악, 포크/블루스",114,"127,434",0,"12,705",43,4.138216667,90.995,4,0,1,0.285,0.787,0.427,-7.727,0.0389,0.877,1.82e-06,0.1
737,프리지아,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",124,"76,300",0,"268,002",29,3.826,83.983,4,9,1,0.417,0.803,0.633,-5.594,0.302,0.473,0.0,0.164
738,Blue,볼빨간사춘기,2017.09.28,"인디음악, 포크/블루스",415,"147,925",1,"268,002",50,3.616666667,135.73,4,4,1,0.884,0.751,0.72,-6.376,0.0303,0.554,0.0497,0.258
739,가을 아침,아이유,2017.09.22,포크/블루스,"2,133","295,931",0,"752,979",33,3.648083333,171.094,4,9,1,0.547,0.57,0.316,-7.22,0.136,0.791,0.0,0.337
740,You(=I),볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",211,"123,604",0,"268,002",46,3.96555,130.993,4,1,1,0.356,0.574,0.329,-6.829,0.0274,0.22,0.0,0.0986
741,나들이 갈까,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",198,"38,276",0,"268,002",20,3.078,101.945,4,1,1,0.604,0.766,0.471,-4.614,0.0289,0.636,2.4e-05,0.109
742,Gone,로제 (ROSÉ),2021.03.12,포크/블루스,600,"113,817",1,"52,185",67,6.25645,78.848,4,10,0,0.471,0.518,0.492,-8.436,0.193,0.216,0.0012,0.146
